added_lines,arm,attempts,changed_files,changed_paths,deleted_lines,dependencies_added_count,duration_ms,fail2pass_count,fail2pass_passed,fail2pass_total,failure_category,holdout_verifier_passed,model,model_answer_nonempty,pass2pass_count,pass2pass_passed,pass2pass_total,passed,patch_path,plan_index,provider,repetition,report_path,run_key,runtime_run_id,status,task_id,tool_steps,trace_path,usage,verifier_exit_code,verifier_stderr_path,verifier_stdout_path
,minimal_policy,7,1,"[""app.py""]",,,38868.89,1,True,1,,True,gpt-5.5,True,2,True,2,True,artifacts\minimal-change\resume-experiment-r15-54\runs\path-traversal-boundary__minimal_policy__r3\patch.diff,41,openai,3,artifacts\minimal-change\resume-experiment-r15-54\runs\path-traversal-boundary__minimal_policy__r3\workspace\.pico\runs\run_20260805-111553-a1ec1e\report.json,path-traversal-boundary__minimal_policy__r3,run_20260805-111553-a1ec1e,pass,path-traversal-boundary,6,artifacts\minimal-change\resume-experiment-r15-54\runs\path-traversal-boundary__minimal_policy__r3\workspace\.pico\runs\run_20260805-111553-a1ec1e\trace.jsonl,"{""cache_hit"": false, ""cached_tokens"": 0, ""image_input_count"": 0, ""input_tokens"": 4226, ""native_tool_call_count"": 0, ""native_tools_enabled"": true, ""output_tokens"": 90, ""prompt_cache_key"": null, ""prompt_cache_retention"": null, ""prompt_cache_supported"": false, ""provider_attempts"": 1, ""provider_base_url"": ""<redacted>"", ""provider_model"": ""gpt-5.5"", ""provider_protocol"": ""openai"", ""provider_retry_count"": 0, ""tool_call_channel"": ""text"", ""total_tokens"": 4316}",0,artifacts\minimal-change\resume-experiment-r15-54\runs\path-traversal-boundary__minimal_policy__r3\verifier\holdout-0-stderr.txt,artifacts\minimal-change\resume-experiment-r15-54\runs\path-traversal-boundary__minimal_policy__r3\verifier\holdout-0-stdout.txt
,short_yagni,6,1,"[""app.py""]",,,32179.87,1,True,1,,True,gpt-5.5,True,2,True,2,True,artifacts\minimal-change\resume-experiment-r15-54\runs\single-file-sum-boundary__short_yagni__r3\patch.diff,42,openai,3,artifacts\minimal-change\resume-experiment-r15-54\runs\single-file-sum-boundary__short_yagni__r3\workspace\.pico\runs\run_20260805-111632-a88719\report.json,single-file-sum-boundary__short_yagni__r3,run_20260805-111632-a88719,pass,single-file-sum-boundary,6,artifacts\minimal-change\resume-experiment-r15-54\runs\single-file-sum-boundary__short_yagni__r3\workspace\.pico\runs\run_20260805-111632-a88719\trace.jsonl,"{""cache_hit"": false, ""cached_tokens"": 0, ""image_input_count"": 0, ""input_tokens"": 4272, ""native_tool_call_count"": 0, ""native_tools_enabled"": true, ""output_tokens"": 80, ""prompt_cache_key"": null, ""prompt_cache_retention"": null, ""prompt_cache_supported"": false, ""provider_attempts"": 1, ""provider_base_url"": ""<redacted>"", ""provider_model"": ""gpt-5.5"", ""provider_protocol"": ""openai"", ""provider_retry_count"": 0, ""tool_call_channel"": ""text"", ""total_tokens"": 4352}",0,artifacts\minimal-change\resume-experiment-r15-54\runs\single-file-sum-boundary__short_yagni__r3\verifier\holdout-0-stderr.txt,artifacts\minimal-change\resume-experiment-r15-54\runs\single-file-sum-boundary__short_yagni__r3\verifier\holdout-0-stdout.txt
,baseline,5,1,"[""config.py""]",,,22090.94,1,True,1,,True,gpt-5.5,True,2,True,2,True,artifacts\minimal-change\resume-experiment-r15-54\runs\config-timeout-migration__baseline__r3\patch.diff,43,openai,3,artifacts\minimal-change\resume-experiment-r15-54\runs\config-timeout-migration__baseline__r3\workspace\.pico\runs\run_20260805-111704-d2a2f4\report.json,config-timeout-migration__baseline__r3,run_20260805-111704-d2a2f4,pass,config-timeout-migration,5,artifacts\minimal-change\resume-experiment-r15-54\runs\config-timeout-migration__baseline__r3\workspace\.pico\runs\run_20260805-111704-d2a2f4\trace.jsonl,"{""cache_hit"": false, ""cached_tokens"": 0, ""image_input_count"": 0, ""input_tokens"": 3952, ""native_tool_call_count"": 0, ""native_tools_enabled"": true, ""output_tokens"": 82, ""prompt_cache_key"": null, ""prompt_cache_retention"": null, ""prompt_cache_supported"": false, ""provider_attempts"": 1, ""provider_base_url"": ""<redacted>"", ""provider_model"": ""gpt-5.5"", ""provider_protocol"": ""openai"", ""provider_retry_count"": 0, ""tool_call_channel"": ""text"", ""total_tokens"": 4034}",0,artifacts\minimal-change\resume-experiment-r15-54\runs\config-timeout-migration__baseline__r3\verifier\holdout-0-stderr.txt,artifacts\minimal-change\resume-experiment-r15-54\runs\config-timeout-migration__baseline__r3\verifier\holdout-0-stdout.txt
,short_yagni,5,1,"[""app.py""]",,,23795.59,1,True,1,,True,gpt-5.5,True,2,True,2,True,artifacts\minimal-change\resume-experiment-r15-54\runs\csv-formula-boundary__short_yagni__r1\patch.diff,44,openai,1,artifacts\minimal-change\resume-experiment-r15-54\runs\csv-formula-boundary__short_yagni__r1\workspace\.pico\runs\run_20260805-111726-d230e5\report.json,csv-formula-boundary__short_yagni__r1,run_20260805-111726-d230e5,pass,csv-formula-boundary,5,artifacts\minimal-change\resume-experiment-r15-54\runs\csv-formula-boundary__short_yagni__r1\workspace\.pico\runs\run_20260805-111726-d230e5\trace.jsonl,"{""cache_hit"": false, ""cached_tokens"": 0, ""image_input_count"": 0, ""input_tokens"": 4024, ""native_tool_call_count"": 0, ""native_tools_enabled"": true, ""output_tokens"": 94, ""prompt_cache_key"": null, ""prompt_cache_retention"": null, ""prompt_cache_supported"": false, ""provider_attempts"": 1, ""provider_base_url"": ""<redacted>"", ""provider_model"": ""gpt-5.5"", ""provider_protocol"": ""openai"", ""provider_retry_count"": 0, ""tool_call_channel"": ""text"", ""total_tokens"": 4118}",0,artifacts\minimal-change\resume-experiment-r15-54\runs\csv-formula-boundary__short_yagni__r1\verifier\holdout-0-stderr.txt,artifacts\minimal-change\resume-experiment-r15-54\runs\csv-formula-boundary__short_yagni__r1\verifier\holdout-0-stdout.txt
,minimal_policy,7,1,"[""app.py""]",,,36925.31,1,True,1,,True,gpt-5.5,True,2,True,2,True,artifacts\minimal-change\resume-experiment-r15-54\runs\json-object-contract__minimal_policy__r3\patch.diff,45,openai,3,artifacts\minimal-change\resume-experiment-r15-54\runs\json-object-contract__minimal_policy__r3\workspace\.pico\runs\run_20260805-111750-59fd64\report.json,json-object-contract__minimal_policy__r3,run_20260805-111750-59fd64,pass,json-object-contract,6,artifacts\minimal-change\resume-experiment-r15-54\runs\json-object-contract__minimal_policy__r3\workspace\.pico\runs\run_20260805-111750-59fd64\trace.jsonl,"{""cache_hit"": false, ""cached_tokens"": 0, ""image_input_count"": 0, ""input_tokens"": 4255, ""native_tool_call_count"": 0, ""native_tools_enabled"": true, ""output_tokens"": 140, ""prompt_cache_key"": null, ""prompt_cache_retention"": null, ""prompt_cache_supported"": false, ""provider_attempts"": 1, ""provider_base_url"": ""<redacted>"", ""provider_model"": ""gpt-5.5"", ""provider_protocol"": ""openai"", ""provider_retry_count"": 0, ""tool_call_channel"": ""text"", ""total_tokens"": 4395}",0,artifacts\minimal-change\resume-experiment-r15-54\runs\json-object-contract__minimal_policy__r3\verifier\holdout-0-stderr.txt,artifacts\minimal-change\resume-experiment-r15-54\runs\json-object-contract__minimal_policy__r3\verifier\holdout-0-stdout.txt
,short_yagni,6,1,"[""app.py""]",,,23751.41,1,True,1,,True,gpt-5.5,True,2,True,2,True,artifacts\minimal-change\resume-experiment-r15-54\runs\csv-formula-boundary__short_yagni__r2\patch.diff,46,openai,2,artifacts\minimal-change\resume-experiment-r15-54\runs\csv-formula-boundary__short_yagni__r2\workspace\.pico\runs\run_20260805-111827-b6303e\report.json,csv-formula-boundary__short_yagni__r2,run_20260805-111827-b6303e,pass,csv-formula-boundary,5,artifacts\minimal-change\resume-experiment-r15-54\runs\csv-formula-boundary__short_yagni__r2\workspace\.pico\runs\run_20260805-111827-b6303e\trace.jsonl,"{""cache_hit"": false, ""cached_tokens"": 0, ""image_input_count"": 0, ""input_tokens"": 4025, ""native_tool_call_count"": 0, ""native_tools_enabled"": true, ""output_tokens"": 89, ""prompt_cache_key"": null, ""prompt_cache_retention"": null, ""prompt_cache_supported"": false, ""provider_attempts"": 1, ""provider_base_url"": ""<redacted>"", ""provider_model"": ""gpt-5.5"", ""provider_protocol"": ""openai"", ""provider_retry_count"": 0, ""tool_call_channel"": ""text"", ""total_tokens"": 4114}",0,artifacts\minimal-change\resume-experiment-r15-54\runs\csv-formula-boundary__short_yagni__r2\verifier\holdout-0-stderr.txt,artifacts\minimal-change\resume-experiment-r15-54\runs\csv-formula-boundary__short_yagni__r2\verifier\holdout-0-stdout.txt
,baseline,10,1,"[""app.py""]",,,57221.74,1,True,1,,True,gpt-5.5,True,2,True,2,True,artifacts\minimal-change\resume-experiment-r15-54\runs\path-traversal-boundary__baseline__r1\patch.diff,47,openai,1,artifacts\minimal-change\resume-experiment-r15-54\runs\path-traversal-boundary__baseline__r1\workspace\.pico\runs\run_20260805-111851-a856c4\report.json,path-traversal-boundary__baseline__r1,run_20260805-111851-a856c4,pass,path-traversal-boundary,9,artifacts\minimal-change\resume-experiment-r15-54\runs\path-traversal-boundary__baseline__r1\workspace\.pico\runs\run_20260805-111851-a856c4\trace.jsonl,"{""cache_hit"": false, ""cached_tokens"": 0, ""image_input_count"": 0, ""input_tokens"": 4925, ""native_tool_call_count"": 0, ""native_tools_enabled"": true, ""output_tokens"": 65, ""prompt_cache_key"": null, ""prompt_cache_retention"": null, ""prompt_cache_supported"": false, ""provider_attempts"": 1, ""provider_base_url"": ""<redacted>"", ""provider_model"": ""gpt-5.5"", ""provider_protocol"": ""openai"", ""provider_retry_count"": 0, ""tool_call_channel"": ""text"", ""total_tokens"": 4990}",0,artifacts\minimal-change\resume-experiment-r15-54\runs\path-traversal-boundary__baseline__r1\verifier\holdout-0-stderr.txt,artifacts\minimal-change\resume-experiment-r15-54\runs\path-traversal-boundary__baseline__r1\verifier\holdout-0-stdout.txt
,baseline,6,1,"[""config.py""]",,,27618.9,1,True,1,,True,gpt-5.5,True,2,True,2,True,artifacts\minimal-change\resume-experiment-r15-54\runs\config-timeout-migration__baseline__r1\patch.diff,48,openai,1,artifacts\minimal-change\resume-experiment-r15-54\runs\config-timeout-migration__baseline__r1\workspace\.pico\runs\run_20260805-111948-c8b572\report.json,config-timeout-migration__baseline__r1,run_20260805-111948-c8b572,pass,config-timeout-migration,6,artifacts\minimal-change\resume-experiment-r15-54\runs\config-timeout-migration__baseline__r1\workspace\.pico\runs\run_20260805-111948-c8b572\trace.jsonl,"{""cache_hit"": false, ""cached_tokens"": 0, ""image_input_count"": 0, ""input_tokens"": 4137, ""native_tool_call_count"": 0, ""native_tools_enabled"": true, ""output_tokens"": 82, ""prompt_cache_key"": null, ""prompt_cache_retention"": null, ""prompt_cache_supported"": false, ""provider_attempts"": 1, ""provider_base_url"": ""<redacted>"", ""provider_model"": ""gpt-5.5"", ""provider_protocol"": ""openai"", ""provider_retry_count"": 0, ""tool_call_channel"": ""text"", ""total_tokens"": 4219}",0,artifacts\minimal-change\resume-experiment-r15-54\runs\config-timeout-migration__baseline__r1\verifier\holdout-0-stderr.txt,artifacts\minimal-change\resume-experiment-r15-54\runs\config-timeout-migration__baseline__r1\verifier\holdout-0-stdout.txt
,short_yagni,6,1,"[""config.py""]",,,28602.35,1,True,1,,True,gpt-5.5,True,2,True,2,True,artifacts\minimal-change\resume-experiment-r15-54\runs\config-timeout-migration__short_yagni__r2\patch.diff,49,openai,2,artifacts\minimal-change\resume-experiment-r15-54\runs\config-timeout-migration__short_yagni__r2\workspace\.pico\runs\run_20260805-112016-0b8514\report.json,config-timeout-migration__short_yagni__r2,run_20260805-112016-0b8514,pass,config-timeout-migration,5,artifacts\minimal-change\resume-experiment-r15-54\runs\config-timeout-migration__short_yagni__r2\workspace\.pico\runs\run_20260805-112016-0b8514\trace.jsonl,"{""cache_hit"": false, ""cached_tokens"": 0, ""image_input_count"": 0, ""input_tokens"": 4037, ""native_tool_call_count"": 0, ""native_tools_enabled"": true, ""output_tokens"": 82, ""prompt_cache_key"": null, ""prompt_cache_retention"": null, ""prompt_cache_supported"": false, ""provider_attempts"": 1, ""provider_base_url"": ""<redacted>"", ""provider_model"": ""gpt-5.5"", ""provider_protocol"": ""openai"", ""provider_retry_count"": 0, ""tool_call_channel"": ""text"", ""total_tokens"": 4119}",0,artifacts\minimal-change\resume-experiment-r15-54\runs\config-timeout-migration__short_yagni__r2\verifier\holdout-0-stderr.txt,artifacts\minimal-change\resume-experiment-r15-54\runs\config-timeout-migration__short_yagni__r2\verifier\holdout-0-stdout.txt
,baseline,5,1,"[""app.py""]",,,23691.33,1,True,1,,True,gpt-5.5,True,2,True,2,True,artifacts\minimal-change\resume-experiment-r15-54\runs\json-object-contract__baseline__r2\patch.diff,50,openai,2,artifacts\minimal-change\resume-experiment-r15-54\runs\json-object-contract__baseline__r2\workspace\.pico\runs\run_20260805-112044-4a1f3b\report.json,json-object-contract__baseline__r2,run_20260805-112044-4a1f3b,pass,json-object-contract,5,artifacts\minimal-change\resume-experiment-r15-54\runs\json-object-contract__baseline__r2\workspace\.pico\runs\run_20260805-112044-4a1f3b\trace.jsonl,"{""cache_hit"": false, ""cached_tokens"": 0, ""image_input_count"": 0, ""input_tokens"": 3989, ""native_tool_call_count"": 0, ""native_tools_enabled"": true, ""output_tokens"": 72, ""prompt_cache_key"": null, ""prompt_cache_retention"": null, ""prompt_cache_supported"": false, ""provider_attempts"": 1, ""provider_base_url"": ""<redacted>"", ""provider_model"": ""gpt-5.5"", ""provider_protocol"": ""openai"", ""provider_retry_count"": 0, ""tool_call_channel"": ""text"", ""total_tokens"": 4061}",0,artifacts\minimal-change\resume-experiment-r15-54\runs\json-object-contract__baseline__r2\verifier\holdout-0-stderr.txt,artifacts\minimal-change\resume-experiment-r15-54\runs\json-object-contract__baseline__r2\verifier\holdout-0-stdout.txt
,minimal_policy,5,1,"[""app.py""]",,,24600.39,1,True,1,,True,gpt-5.5,True,2,True,2,True,artifacts\minimal-change\resume-experiment-r15-54\runs\csv-formula-boundary__minimal_policy__r3\patch.diff,51,openai,3,artifacts\minimal-change\resume-experiment-r15-54\runs\csv-formula-boundary__minimal_policy__r3\workspace\.pico\runs\run_20260805-112108-93668d\report.json,csv-formula-boundary__minimal_policy__r3,run_20260805-112108-93668d,pass,csv-formula-boundary,5,artifacts\minimal-change\resume-experiment-r15-54\runs\csv-formula-boundary__minimal_policy__r3\workspace\.pico\runs\run_20260805-112108-93668d\trace.jsonl,"{""cache_hit"": false, ""cached_tokens"": 0, ""image_input_count"": 0, ""input_tokens"": 4021, ""native_tool_call_count"": 0, ""native_tools_enabled"": true, ""output_tokens"": 54, ""prompt_cache_key"": null, ""prompt_cache_retention"": null, ""prompt_cache_supported"": false, ""provider_attempts"": 1, ""provider_base_url"": ""<redacted>"", ""provider_model"": ""gpt-5.5"", ""provider_protocol"": ""openai"", ""provider_retry_count"": 0, ""tool_call_channel"": ""text"", ""total_tokens"": 4075}",0,artifacts\minimal-change\resume-experiment-r15-54\runs\csv-formula-boundary__minimal_policy__r3\verifier\holdout-0-stderr.txt,artifacts\minimal-change\resume-experiment-r15-54\runs\csv-formula-boundary__minimal_policy__r3\verifier\holdout-0-stdout.txt
,baseline,6,1,"[""app.py""]",,,29920.2,1,True,1,,True,gpt-5.5,True,2,True,2,True,artifacts\minimal-change\resume-experiment-r15-54\runs\stdlib-url-host__baseline__r3\patch.diff,52,openai,3,artifacts\minimal-change\resume-experiment-r15-54\runs\stdlib-url-host__baseline__r3\workspace\.pico\runs\run_20260805-112133-9b3907\report.json,stdlib-url-host__baseline__r3,run_20260805-112133-9b3907,pass,stdlib-url-host,6,artifacts\minimal-change\resume-experiment-r15-54\runs\stdlib-url-host__baseline__r3\workspace\.pico\runs\run_20260805-112133-9b3907\trace.jsonl,"{""cache_hit"": false, ""cached_tokens"": 0, ""image_input_count"": 0, ""input_tokens"": 4195, ""native_tool_call_count"": 0, ""native_tools_enabled"": true, ""output_tokens"": 87, ""prompt_cache_key"": null, ""prompt_cache_retention"": null, ""prompt_cache_supported"": false, ""provider_attempts"": 1, ""provider_base_url"": ""<redacted>"", ""provider_model"": ""gpt-5.5"", ""provider_protocol"": ""openai"", ""provider_retry_count"": 0, ""tool_call_channel"": ""text"", ""total_tokens"": 4282}",0,artifacts\minimal-change\resume-experiment-r15-54\runs\stdlib-url-host__baseline__r3\verifier\holdout-0-stderr.txt,artifacts\minimal-change\resume-experiment-r15-54\runs\stdlib-url-host__baseline__r3\verifier\holdout-0-stdout.txt
,baseline,6,1,"[""config.py""]",,,27184.84,1,True,1,,True,gpt-5.5,True,2,True,2,True,artifacts\minimal-change\resume-experiment-r15-54\runs\config-timeout-migration__baseline__r2\patch.diff,53,openai,2,artifacts\minimal-change\resume-experiment-r15-54\runs\config-timeout-migration__baseline__r2\workspace\.pico\runs\run_20260805-112203-5360ad\report.json,config-timeout-migration__baseline__r2,run_20260805-112203-5360ad,pass,config-timeout-migration,5,artifacts\minimal-change\resume-experiment-r15-54\runs\config-timeout-migration__baseline__r2\workspace\.pico\runs\run_20260805-112203-5360ad\trace.jsonl,"{""cache_hit"": false, ""cached_tokens"": 0, ""image_input_count"": 0, ""input_tokens"": 3952, ""native_tool_call_count"": 0, ""native_tools_enabled"": true, ""output_tokens"": 87, ""prompt_cache_key"": null, ""prompt_cache_retention"": null, ""prompt_cache_supported"": false, ""provider_attempts"": 1, ""provider_base_url"": ""<redacted>"", ""provider_model"": ""gpt-5.5"", ""provider_protocol"": ""openai"", ""provider_retry_count"": 0, ""tool_call_channel"": ""text"", ""total_tokens"": 4039}",0,artifacts\minimal-change\resume-experiment-r15-54\runs\config-timeout-migration__baseline__r2\verifier\holdout-0-stderr.txt,artifacts\minimal-change\resume-experiment-r15-54\runs\config-timeout-migration__baseline__r2\verifier\holdout-0-stdout.txt
,baseline,5,1,"[""app.py""]",,,24033.42,1,True,1,,True,gpt-5.5,True,2,True,2,True,artifacts\minimal-change\resume-experiment-r15-54\runs\csv-formula-boundary__baseline__r2\patch.diff,54,openai,2,artifacts\minimal-change\resume-experiment-r15-54\runs\csv-formula-boundary__baseline__r2\workspace\.pico\runs\run_20260805-112230-2e31fa\report.json,csv-formula-boundary__baseline__r2,run_20260805-112230-2e31fa,pass,csv-formula-boundary,5,artifacts\minimal-change\resume-experiment-r15-54\runs\csv-formula-boundary__baseline__r2\workspace\.pico\runs\run_20260805-112230-2e31fa\trace.jsonl,"{""cache_hit"": false, ""cached_tokens"": 0, ""image_input_count"": 0, ""input_tokens"": 3940, ""native_tool_call_count"": 0, ""native_tools_enabled"": true, ""output_tokens"": 102, ""prompt_cache_key"": null, ""prompt_cache_retention"": null, ""prompt_cache_supported"": false, ""provider_attempts"": 1, ""provider_base_url"": ""<redacted>"", ""provider_model"": ""gpt-5.5"", ""provider_protocol"": ""openai"", ""provider_retry_count"": 0, ""tool_call_channel"": ""text"", ""total_tokens"": 4042}",0,artifacts\minimal-change\resume-experiment-r15-54\runs\csv-formula-boundary__baseline__r2\verifier\holdout-0-stderr.txt,artifacts\minimal-change\resume-experiment-r15-54\runs\csv-formula-boundary__baseline__r2\verifier\holdout-0-stdout.txt
